ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentCategory,Theme
281,21,17,2024-12-07,2,"Not satisfied, the product broke after a week.",Negative,Durability
285,21,20,2023-05-04,1,The product stopped working after a month.,Negative,"Product Performance, Durability"
288,21,1,2025-01-25,2,"The product is okay, but the instructions were unclear.",Negative,Usability
289,21,18,2024-06-12,2,"The product is okay, but the instructions were unclear.",Negative,Usability
293,22,5,2025-08-31,1,The product stopped working after  a month.,Negative,"Product Performance, Durability"
295,22,3,2024-03-22,2,"The product is okay, but the instructions were unclear.",Negative,Usability
301,22,6,2023-10-24,2,Disappointed with the performance.,Negative,Product Performance
308,23,2,2024-08-13,1,"Terrible customer service, would not buy  again.",Negative,Customer Service
310,23,13,2024-02-15,1,"Average experience,  nothing special.",Negative,Unmet Expectations
320,24,14,2023-07-18,2,"Terrible customer service, would not buy again.",Negative,Customer Service
321,24,5,2024-06-04,1,Not worth  the money.,Negative,Product Cost
323,24,15,2025-09-24,2,Disappointed with the performance.,Negative,Product Performance
324,24,13,2023-09-03,1,Disappointed with  the performance.,Negative,Product Performance
328,24,11,2023-01-12,2,"Not satisfied, the product broke after a week.",Negative,Durability
329,24,19,2025-06-22,1,Disappointed with the performance.,Negative,Product Performance
331,24,15,2024-05-03,1,"Not satisfied, the product broke after a week.",Negative,Durability
333,25,12,2023-10-14,1,Disappointed with the performance.,Negative,Product Performance
340,25,7,2025-09-04,1,Disappointed with  the performance.,Negative,Product Performance
341,25,12,2025-06-03,2,"Average experience, nothing special.",Negative,Unmet Expectations
350,26,2,2025-11-27,1,Not worth the  money.,Negative,Product Cost
355,26,2,2024-08-20,2,I had a bad experience with this product.,Negative,Product Performance
356,26,1,2025-12-22,1,"The product  is okay, but the instructions were unclear.",Negative,Usability
358,27,1,2023-07-17,2,"Average experience, nothing  special.",Negative,Unmet Expectations
359,27,17,2024-05-03,1,Disappointed with the performance.,Negative,Product Performance
362,27,18,2024-04-10,2,"The product is okay, but the instructions were unclear.",Negative,Usability
365,27,11,2025-06-11,1,"Terrible customer service, would not buy again.",Negative,Customer Service
374,28,9,2024-05-13,1,The product stopped working after  a month.,Negative,"Product Performance, Durability"
378,28,12,2023-11-29,2,"Average experience, nothing  special.",Negative,Unmet Expectations
379,29,9,2024-08-06,2,"Average experience,  nothing special.",Negative,Unmet Expectations
381,29,17,2025-03-05,1,Not worth the money.,Negative,Product Cost
388,29,11,2023-01-14,1,I had a bad experience with this product.,Negative,Product Performance
391,29,20,2024-05-11,2,"Average experience, nothing special.",Negative,Unmet Expectations
396,30,5,2024-01-21,2,I had a bad experience with this product.,Negative,Product Performance
397,30,20,2024-12-04,1,Disappointed with the  performance.,Negative,Product Performance
398,30,12,2023-06-03,1,The product stopped working  after a month.,Negative,"Product Performance, Durability"
400,30,17,2024-08-16,1,"Average experience, nothing special.",Negative,Unmet Expectations
405,30,18,2024-06-28,2,The product stopped working after a month.,Negative,"Product Performance, Durability"
410,31,9,2023-07-23,1,"Terrible customer service,  would not buy again.",Negative,Customer Service
414,31,9,2025-10-11,2,Disappointed with the  performance.,Negative,Product Performance
418,32,4,2025-05-14,1,Not worth the money.,Negative,Product Cost
429,32,12,2025-10-21,1,"Average experience, nothing  special.",Negative,Unmet Expectations
431,32,15,2023-09-28,2,"The product is okay, but the instructions  were unclear.",Negative,Usability
437,33,19,2024-12-15,2,Disappointed with the performance.,Negative,Product Performance
438,33,10,2023-03-29,2,"Terrible customer service, would not buy again.",Negative,Customer Service
440,33,7,2024-12-08,1,Disappointed with the performance.,Negative,Product Performance
442,33,14,2025-06-25,2,The product stopped working after a month.,Negative,"Product Performance, Durability"
447,34,5,2025-09-23,1,"Average experience, nothing special.",Negative,Unmet Expectations
448,34,1,2025-11-21,1,"The product is okay, but the instructions were unclear.",Negative,Usability
451,34,15,2025-04-11,1,Disappointed with the performance.,Negative,Product Performance
462,35,4,2025-04-05,2,"Average experience, nothing special.",Negative,Unmet Expectations
463,35,16,2023-11-19,2,"Terrible customer service, would not buy again.",Negative,Customer Service
464,35,3,2023-10-18,1,"The product is okay, but the instructions  were unclear.",Negative,Usability
465,35,13,2023-07-03,2,I had a bad experience with this product.,Negative,Product Performance
470,35,14,2025-12-31,2,"The product is okay, but the instructions were unclear.",Negative,Usability
473,35,5,2024-09-04,2,The product stopped working after a month.,Negative,"Product Performance, Durability"
478,36,8,2023-08-20,1,"Terrible customer service, would not buy again.",Negative,Customer Service
479,36,14,2023-05-31,1,"The product is okay, but the instructions were unclear.",Negative,Usability
480,36,18,2025-11-04,1,Disappointed with the performance.,Negative,Product Performance
482,36,19,2025-08-31,1,"The product is okay, but the instructions were unclear.",Negative,Usability
486,36,11,2023-01-24,1,Disappointed with the  performance.,Negative,Product Performance
487,36,16,2023-03-31,1,Not worth the  money.,Negative,Product Cost
489,37,15,2023-02-13,1,"Terrible customer service, would not buy again.",Negative,Customer Service
494,37,16,2023-11-21,1,I had a bad experience with this product.,Negative,Product Performance
501,37,4,2024-02-13,1,"Not satisfied, the product broke after a week.",Negative,Durability
502,37,4,2025-01-13,1,"Average experience, nothing special.",Negative,Unmet Expectations
505,37,11,2024-10-23,2,I had a bad experience with this product.,Negative,Product Performance
506,37,8,2024-04-25,2,"The product  is okay, but the instructions were unclear.",Negative,Usability
511,38,14,2023-05-19,1,Not worth the money.,Negative,Product Cost
514,38,7,2024-05-10,1,"The product is okay, but the instructions were unclear.",Negative,Usability
515,38,3,2023-05-31,1,"Terrible customer service,  would not buy again.",Negative,Customer Service
520,38,1,2023-02-22,2,"Terrible customer service, would not buy again.",Negative,Customer Service
527,39,12,2023-11-05,2,"Average experience, nothing special.",Negative,Unmet Expectations
539,39,7,2023-04-17,2,"Average experience, nothing special.",Negative,Unmet Expectations
540,40,12,2023-04-05,1,I had a  bad experience with this product.,Negative,Product Performance
541,40,10,2023-02-20,1,"The product is okay, but the instructions were unclear.",Negative,Usability
542,40,1,2023-10-01,2,"The product is okay, but the instructions were unclear.",Negative,Usability
543,40,12,2023-07-19,1,I had a bad experience with this product.,Negative,Product Performance
549,40,18,2025-10-22,2,The product stopped working after a month.,Negative,"Product Performance, Durability"
558,40,2,2025-04-11,1,Not worth the money.,Negative,Product Cost
569,41,15,2025-09-06,1,"The product is okay, but the instructions were unclear.",Negative,Usability
570,41,5,2023-01-13,1,Not worth the money.,Negative,Product Cost
580,42,14,2025-04-29,2,"The product is okay, but the instructions were unclear.",Negative,Usability
601,43,5,2023-04-27,2,"The product is okay, but the instructions were  unclear.",Negative,Usability
602,43,15,2024-08-24,1,"Terrible customer service, would not buy again.",Negative,Customer Service
604,44,7,2023-11-08,2,"Not satisfied, the product broke after a week.",Negative,Durability
607,44,4,2023-03-21,1,Disappointed with the performance.,Negative,Product Performance
614,44,15,2023-07-15,1,Disappointed with the performance.,Negative,Product Performance
618,44,11,2023-01-11,1,I had a bad  experience with this product.,Negative,Product Performance
619,44,4,2023-08-07,2,Disappointed with the  performance.,Negative,Product Performance
622,45,5,2024-05-06,1,The product stopped working after a month.,Negative,"Product Performance, Durability"
624,45,19,2024-03-07,1,"Average experience,  nothing special.",Negative,Unmet Expectations
631,45,2,2023-06-30,1,"The product is okay, but the instructions were unclear.",Negative,Usability
632,45,6,2023-11-06,1,"The product is  okay, but the instructions were unclear.",Negative,Usability
633,46,11,2023-05-17,2,I had a bad experience with  this product.,Negative,Product Performance
634,46,11,2023-05-22,1,"Not satisfied, the product broke after a  week.",Negative,Durability
635,46,2,2025-01-18,1,Disappointed with the performance.,Negative,Product Performance
636,46,12,2023-11-29,1,I had a bad experience with this product.,Negative,Product Performance
650,46,20,2024-01-23,1,"The product is okay, but the instructions were unclear.",Negative,Usability
652,47,9,2024-12-22,1,The product stopped working after a month.,Negative,"Product Performance, Durability"
655,47,17,2023-05-03,2,I had a bad experience with this product.,Negative,Product Performance
656,47,1,2023-04-27,2,"Not satisfied, the product broke  after a week.",Negative,Durability
657,47,15,2024-09-29,1,"The product is okay, but the instructions were unclear.",Negative,Usability
658,47,15,2023-03-13,2,I had a bad  experience with this product.,Negative,Product Performance
661,48,14,2023-06-22,1,"Not satisfied, the product broke after a week.",Negative,Durability
665,48,2,2024-09-01,2,Not worth the money.,Negative,Product Cost
671,49,13,2025-12-20,1,"Not satisfied, the product broke  after a week.",Negative,Durability
673,49,12,2024-06-27,2,Disappointed with the performance.,Negative,Product Performance
674,49,4,2025-04-25,1,Disappointed with the performance.,Negative,Product Performance
675,49,6,2023-12-28,2,"Not satisfied, the product broke after a week.",Negative,Durability
677,49,11,2024-12-17,2,"The product is okay, but the instructions were unclear.",Negative,Usability
687,50,10,2024-11-27,2,The product stopped working after a month.,Negative,"Product Performance, Durability"
690,50,3,2024-07-14,1,"Terrible customer service, would not  buy again.",Negative,Customer Service
695,50,7,2024-02-07,1,"Average experience, nothing special.",Negative,Unmet Expectations
696,50,10,2023-02-16,2,"Terrible customer service, would not buy again.",Negative,Customer Service
699,50,12,2025-05-12,2,I had a bad experience with this product.,Negative,Product Performance
700,50,11,2023-08-07,1,Not worth the money.,Negative,Product Cost
701,50,16,2025-09-22,2,Not worth the money.,Negative,Product Cost
706,51,1,2023-01-19,1,Disappointed with the performance.,Negative,Product Performance
707,51,2,2024-02-22,2,The product stopped working after a month.,Negative,"Product Performance, Durability"
710,51,4,2023-09-16,2,I had a bad experience with this product.,Negative,Product Performance
711,51,19,2025-06-19,1,"Terrible customer service, would not buy again.",Negative,Customer Service
716,51,13,2024-05-07,2,"Average experience, nothing special.",Negative,Unmet Expectations
721,52,18,2023-06-08,1,"Not satisfied, the product broke after a week.",Negative,Durability
723,52,1,2024-01-19,1,I had a bad experience with this  product.,Negative,Product Performance
724,52,7,2025-05-28,2,"Terrible customer service, would not buy again.",Negative,Customer Service
725,53,17,2024-12-22,1,Disappointed with the performance.,Negative,Product Performance
728,53,2,2023-08-21,1,"Terrible customer service, would not  buy again.",Negative,Customer Service
729,53,15,2025-04-14,2,"Terrible customer service, would not buy again.",Negative,Customer Service
741,54,6,2024-08-05,1,"Average experience,  nothing special.",Negative,Unmet Expectations
746,54,6,2025-06-30,2,Disappointed with the performance.,Negative,Product Performance
748,54,8,2023-08-07,1,Not worth the money.,Negative,Product Cost
749,54,9,2023-01-21,1,Disappointed with the performance.,Negative,Product Performance
756,54,8,2025-02-25,1,"Average experience, nothing special.",Negative,Unmet Expectations
767,55,1,2025-11-20,2,"Not satisfied, the product broke after a week.",Negative,Durability
768,55,2,2024-04-24,1,"Not satisfied, the product broke after a week.",Negative,Durability
776,56,7,2024-09-26,2,I had a bad  experience with this product.,Negative,Product Performance
785,56,3,2024-08-14,1,"The product is okay, but the instructions were unclear.",Negative,Usability
788,56,12,2025-12-04,2,"Average experience, nothing special.",Negative,Unmet Expectations
794,57,8,2025-01-29,1,Not worth the money.,Negative,Product Cost
801,57,20,2025-07-20,1,"Terrible customer  service, would not buy again.",Negative,Customer Service
811,58,7,2025-07-15,1,"Average experience, nothing special.",Negative,Unmet Expectations
814,58,1,2024-04-13,1,"Average experience, nothing special.",Negative,Unmet Expectations
820,59,17,2025-01-13,1,I had a bad experience with this product.,Negative,Product Performance
825,59,10,2023-05-21,1,"Not satisfied, the product broke after a week.",Negative,Durability
828,59,11,2023-12-02,1,"Terrible customer service, would not buy again.",Negative,Customer Service
830,59,8,2025-07-27,2,Disappointed with the  performance.,Negative,Product Performance
831,59,16,2024-04-08,2,"Terrible customer service, would not buy again.",Negative,Customer Service
832,59,15,2025-03-16,1,"The product is okay, but the instructions were unclear.",Negative,Usability
833,59,16,2023-08-08,2,The product stopped  working after a month.,Negative,"Product Performance, Durability"
839,60,1,2025-04-20,1,"Terrible customer service, would not buy again.",Negative,Customer Service
840,60,8,2023-04-17,2,"The product is okay, but the instructions were unclear.",Negative,Usability
843,61,11,2023-10-12,1,"Not satisfied, the product broke after a week.",Negative,Durability
844,61,2,2025-07-22,2,I had a bad experience with this product.,Negative,Product Performance
847,61,2,2024-02-11,1,"Not satisfied, the product broke after a week.",Negative,Durability
854,62,4,2024-03-31,1,"Terrible customer service, would not buy again.",Negative,Customer Service
858,62,5,2025-02-13,2,The product stopped working after a month.,Negative,"Product Performance, Durability"
860,62,12,2023-04-20,2,"Average experience, nothing special.",Negative,Unmet Expectations
864,62,11,2023-12-05,1,"Average experience, nothing special.",Negative,Unmet Expectations
865,62,8,2025-11-24,1,"Average experience, nothing special.",Negative,Unmet Expectations
866,62,7,2023-08-13,1,"Terrible customer service, would not buy again.",Negative,Customer Service
872,63,16,2025-06-19,1,"Terrible customer service, would not buy again.",Negative,Customer Service
878,63,6,2023-01-09,2,"The product is okay, but the instructions were unclear.",Negative,Usability
881,64,20,2024-10-23,1,I had a bad experience with this product.,Negative,Product Performance
882,64,12,2025-12-03,2,Not worth the money.,Negative,Product Cost
888,64,5,2023-07-03,1,"The product is okay, but the instructions were unclear.",Negative,Usability
899,65,1,2025-10-21,1,The product stopped working after a month.,Negative,"Product Performance, Durability"
900,65,12,2025-04-28,1,"Average experience, nothing special.",Negative,Unmet Expectations
901,65,14,2024-11-14,2,"Terrible customer service, would not buy again.",Negative,Customer Service
903,65,20,2023-01-09,2,Not worth the  money.,Negative,Product Cost
906,65,19,2025-04-28,2,"Terrible customer service, would not buy again.",Negative,Customer Service
917,66,8,2025-08-28,1,"Average experience,  nothing special.",Negative,Unmet Expectations
918,66,8,2023-11-26,2,"Terrible customer  service, would not buy again.",Negative,Customer Service
920,66,11,2023-05-04,1,"Average experience, nothing special.",Negative,Unmet Expectations
923,66,16,2025-10-06,2,"Terrible customer service, would not buy again.",Negative,Customer Service
924,66,18,2025-10-15,1,"Terrible customer service, would  not buy again.",Negative,Customer Service
931,66,8,2023-08-15,1,Disappointed with the performance.,Negative,Product Performance
934,67,1,2024-02-20,2,"Average experience,  nothing special.",Negative,Unmet Expectations
935,67,9,2025-11-21,2,"Not satisfied, the product broke after a week.",Negative,Durability
945,68,2,2025-07-15,2,"Average experience, nothing special.",Negative,Unmet Expectations
960,69,12,2023-12-16,1,Not worth the money.,Negative,Product Cost
961,69,9,2023-11-28,2,I had a  bad experience with this product.,Negative,Product Performance
962,69,3,2025-06-01,2,"Not satisfied, the product broke after a week.",Negative,Durability
965,69,19,2024-10-13,1,The product stopped working after a month.,Negative,"Product Performance, Durability"
966,69,19,2025-06-24,2,"Not satisfied, the product broke after a week.",Negative,Durability
974,69,3,2025-01-08,1,"Average experience, nothing special.",Negative,Unmet Expectations
1000,71,20,2025-01-26,1,Not worth the money.,Negative,Product Cost
1004,71,15,2023-12-04,1,Not worth the money.,Negative,Product Cost
1006,71,16,2025-08-25,1,The product stopped  working after a month.,Negative,"Product Performance, Durability"
1007,71,6,2024-06-13,1,The product stopped working after a  month.,Negative,"Product Performance, Durability"
1009,71,5,2025-09-16,1,Disappointed with the  performance.,Negative,Product Performance
1014,71,3,2023-12-29,2,The product stopped working after a  month.,Negative,"Product Performance, Durability"
1018,72,9,2024-09-07,2,Disappointed with the performance.,Negative,Product Performance
1021,72,5,2025-02-21,1,I had a bad experience with this product.,Negative,Product Performance
1022,72,15,2024-02-07,2,"Average experience,  nothing special.",Negative,Unmet Expectations
1027,73,17,2024-03-05,1,"Average experience, nothing special.",Negative,Unmet Expectations
1030,73,10,2024-06-04,1,"The product is okay, but the instructions were unclear.",Negative,Usability
1031,73,20,2023-09-14,1,"The product is okay, but the instructions were  unclear.",Negative,Usability
1033,73,14,2024-01-23,1,"The product is okay, but the instructions were unclear.",Negative,Usability
1044,74,15,2025-10-01,1,"Average experience,  nothing special.",Negative,Unmet Expectations
1046,74,3,2025-11-14,1,"Not satisfied, the product broke after a week.",Negative,Durability
1058,75,18,2024-07-24,1,"Terrible customer service, would not  buy again.",Negative,Customer Service
1062,75,10,2025-06-19,1,Disappointed with  the performance.,Negative,Product Performance
1073,76,20,2024-05-08,2,I had a bad experience with  this product.,Negative,Product Performance
1074,76,7,2023-10-04,2,"Not satisfied, the product broke after  a week.",Negative,Durability
1078,76,13,2025-03-11,1,"Average experience, nothing special.",Negative,Unmet Expectations
1080,76,7,2025-03-10,2,The product stopped working after a month.,Negative,"Product Performance, Durability"
1081,77,15,2023-03-17,1,"Average experience, nothing special.",Negative,Unmet Expectations
1085,77,16,2024-11-20,2,The product stopped working after a  month.,Negative,"Product Performance, Durability"
1095,77,11,2023-04-08,2,Not worth the money.,Negative,Product Cost
1098,78,20,2023-12-25,1,"Average experience, nothing special.",Negative,Unmet Expectations
1100,78,15,2025-09-14,1,"Not satisfied, the product broke after a week.",Negative,Durability
1106,78,14,2025-09-30,1,Not worth the money.,Negative,Product Cost
1114,78,19,2025-03-29,2,"Terrible customer service, would not buy again.",Negative,Customer Service
1118,79,9,2024-05-02,1,"Average experience, nothing special.",Negative,Unmet Expectations
1124,79,19,2023-09-07,1,I had a bad experience with this product.,Negative,Product Performance
1125,79,5,2025-09-24,1,Disappointed with  the performance.,Negative,Product Performance
1127,79,9,2023-07-19,2,"The product is okay, but the instructions were unclear.",Negative,Usability
1128,79,17,2024-11-02,2,"The product is okay, but the instructions were unclear.",Negative,Usability
1129,79,11,2025-03-15,1,"Not satisfied, the product broke after a week.",Negative,Durability
1137,80,14,2024-12-11,1,The product stopped working after a month.,Negative,"Product Performance, Durability"
1143,80,1,2025-09-12,2,Not worth the money.,Negative,Product Cost
1144,80,4,2023-06-22,2,"Not satisfied, the product broke  after a week.",Negative,Durability
1148,80,7,2025-05-24,1,I had a bad experience with this product.,Negative,Product Performance
1161,81,6,2025-07-17,2,Not worth the money.,Negative,Product Cost
1162,81,5,2025-03-15,1,Disappointed with the  performance.,Negative,Product Performance
1182,83,4,2024-04-27,2,"Average experience,  nothing special.",Negative,Unmet Expectations
1187,83,16,2023-06-11,2,Not worth the money.,Negative,Product Cost
1189,83,17,2023-08-29,1,I had a bad experience with this product.,Negative,Product Performance
1202,84,5,2025-10-06,1,"The product is okay, but the  instructions were unclear.",Negative,Usability
1204,84,4,2025-07-30,2,Not worth the money.,Negative,Product Cost
1207,84,2,2023-07-09,2,I had a bad experience with this product.,Negative,Product Performance
1209,84,20,2025-08-07,1,"The product is okay, but the  instructions were unclear.",Negative,Usability
1210,84,7,2024-11-15,2,Disappointed with the performance.,Negative,Product Performance
1212,84,17,2023-10-31,2,"Not satisfied, the product  broke after a week.",Negative,Durability
1220,85,8,2024-01-17,1,Not worth the  money.,Negative,Product Cost
1222,85,15,2025-08-27,1,"Terrible customer service, would not buy  again.",Negative,Customer Service
1228,85,18,2023-11-01,2,The product stopped working after a  month.,Negative,"Product Performance, Durability"
1229,85,9,2025-07-03,1,"The product is okay, but the instructions  were unclear.",Negative,Usability
1230,85,15,2024-03-11,2,"The product is okay, but the instructions were unclear.",Negative,Usability
1231,85,15,2023-09-27,2,Not worth the  money.,Negative,Product Cost
1232,85,13,2025-08-30,2,"The product is okay, but the instructions were unclear.",Negative,Usability
1233,85,2,2025-05-21,1,"Not satisfied, the product broke after  a week.",Negative,Durability
1237,86,7,2023-08-12,1,The product stopped working after a month.,Negative,"Product Performance, Durability"
1240,86,17,2023-06-10,1,"Terrible customer service, would not buy again.",Negative,Customer Service
1242,86,10,2024-06-08,2,Disappointed with the performance.,Negative,Product Performance
1243,86,12,2024-08-31,1,"Average experience, nothing special.",Negative,Unmet Expectations
1248,87,5,2025-05-08,2,I had a bad  experience with this product.,Negative,Product Performance
1258,88,11,2023-11-11,2,I had a bad experience with this product.,Negative,Product Performance
1260,88,2,2024-12-24,1,The product stopped working after a month.,Negative,"Product Performance, Durability"
1262,88,10,2023-06-23,1,"Not satisfied, the product broke after a week.",Negative,Durability
1263,88,2,2023-03-24,1,The product stopped working after a  month.,Negative,"Product Performance, Durability"
1264,88,6,2025-04-20,2,The product stopped  working after a month.,Negative,"Product Performance, Durability"
1265,88,4,2023-10-12,2,I had a bad experience with this product.,Negative,Product Performance
1277,89,14,2024-03-03,2,"Average experience, nothing  special.",Negative,Unmet Expectations
1291,89,3,2025-12-26,1,Not worth  the money.,Negative,Product Cost
1292,89,15,2025-07-09,1,"The product is okay, but the instructions were unclear.",Negative,Usability
1302,90,16,2023-11-29,1,I had a bad experience with this product.,Negative,Product Performance
1303,90,11,2025-02-18,1,"The product is okay, but the instructions were unclear.",Negative,Usability
1307,90,10,2023-07-15,2,The product stopped working  after a month.,Negative,"Product Performance, Durability"
1312,91,5,2024-02-19,1,Not worth the money.,Negative,Product Cost
1314,91,8,2024-10-18,1,The product stopped working  after a month.,Negative,"Product Performance, Durability"
1323,92,11,2023-01-04,1,The product stopped working after a month.,Negative,"Product Performance, Durability"
1324,92,19,2023-12-05,2,"Not satisfied, the product broke after a week.",Negative,Durability
1327,92,16,2024-02-12,1,The product stopped  working after a month.,Negative,"Product Performance, Durability"
1337,93,12,2025-02-21,1,I had a bad  experience with this product.,Negative,Product Performance
1339,93,1,2025-10-31,1,"Terrible customer service, would not buy again.",Negative,Customer Service
1344,93,10,2023-06-05,2,Disappointed with the  performance.,Negative,Product Performance
1347,93,4,2025-05-19,1,"The product is okay, but the instructions were  unclear.",Negative,Usability
1350,94,11,2023-06-29,2,Disappointed with the performance.,Negative,Product Performance
1353,94,14,2025-12-20,2,Not worth the money.,Negative,Product Cost
1355,94,2,2024-09-04,1,"Average experience, nothing  special.",Negative,Unmet Expectations
1361,95,3,2023-05-25,2,I had a bad experience with this product.,Negative,Product Performance
1366,95,13,2023-09-25,2,I had a bad experience with this product.,Negative,Product Performance
1368,95,5,2025-12-30,2,"Terrible customer service, would  not buy again.",Negative,Customer Service
1371,95,6,2025-09-24,1,The product stopped  working after a month.,Negative,"Product Performance, Durability"
1372,95,16,2023-06-03,2,The product stopped working after a month.,Negative,"Product Performance, Durability"
1374,96,16,2023-06-10,2,I had a bad experience with this product.,Negative,Product Performance
1379,96,20,2025-11-14,2,I had  a bad experience with this product.,Negative,Product Performance
1380,96,5,2024-03-05,1,The product stopped working  after a month.,Negative,"Product Performance, Durability"
1381,96,2,2024-10-12,2,Disappointed with the  performance.,Negative,Product Performance
1386,97,6,2024-04-02,1,Disappointed with  the performance.,Negative,Product Performance
1393,97,20,2023-01-22,2,Disappointed with the performance.,Negative,Product Performance
1399,97,2,2025-01-24,1,I had a bad experience with this product.,Negative,Product Performance
1404,98,9,2023-10-07,1,"Not satisfied, the product broke after a week.",Negative,Durability
1407,98,8,2023-07-02,1,"Terrible customer service, would not buy again.",Negative,Customer Service
1409,98,19,2025-09-28,2,The product stopped working after a month.,Negative,"Product Performance, Durability"
1414,98,15,2025-12-01,1,"Terrible customer service, would  not buy again.",Negative,Customer Service
1418,99,20,2025-06-21,2,Disappointed with the performance.,Negative,Product Performance
1419,99,11,2024-01-08,1,"The product is okay, but the instructions were unclear.",Negative,Usability
1420,99,2,2024-03-18,2,Disappointed with the  performance.,Negative,Product Performance
1421,99,12,2025-10-04,2,Not worth the money.,Negative,Product Cost
1427,100,11,2023-04-09,2,"Terrible customer service, would not buy again.",Negative,Customer Service
1443,100,5,2025-01-27,1,"The product is okay, but the instructions were unclear.",Negative,Usability
